1.49814353939E9,OWL,18:8b:45:09:70:0e,5280,-83
1.49814353939E9,OWL,40:18:b1:7b:42:14,2462,-89
1.49814353939E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.49814353939E9,OWL,18:8b:45:09:70:ee,5280,-84
1.498143541045E9,eduroam,00:81:c4:85:07:a0,2462,-46
1.498143541045E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.498143541045E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-42
1.498143541045E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-46
1.498143541045E9,eduroam,00:2a:10:3d:b0:1f,5180,-72
1.498143541045E9,AP_3,e8:de:27:6f:f5:d1,2432,-41
1.498143541045E9,AP_2,e8:de:27:70:02:b5,2432,-43
1.498143541045E9,AP_1,e8:de:27:6f:e4:d9,2432,-38
1.498143541045E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-85
1.498143541045E9,OWL,00:2a:10:3d:b0:1e,5180,-72
1.498143541045E9,OWL,00:81:c4:85:07:a1,2462,-46
1.498143541045E9,OWL,08:ea:44:96:ec:d5,2437,-80
1.498143541045E9,eduroam,08:ea:44:96:ec:d6,2437,-79
1.498143541045E9,eduroam,00:2a:10:3d:b0:10,2437,-67
1.498143541045E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.498143541045E9,eduroam,08:ea:44:96:ec:96,2462,-85
1.498143541045E9,OWL,00:2a:10:3d:b0:11,2437,-65
1.498143541045E9,OWL,08:ea:44:96:ec:ea,5220,-83
1.498143541045E9,,08:ea:44:96:ec:e4,5220,-87
1.498143541045E9,eduroam,18:8b:45:09:70:e0,2412,-80
1.498143541045E9,eduroam,40:18:b1:78:89:d5,2437,-87
1.498143541045E9,eduroam,40:18:b1:78:86:55,2462,-88
1.498143541045E9,OWL,18:8b:45:09:70:e1,2412,-82
1.498143541045E9,OWL,40:18:b1:78:89:d4,2437,-87
1.498143541045E9,OWL,08:ea:44:96:ec:95,2462,-85
1.498143541045E9,OWL,18:8b:45:09:70:0e,5280,-83
1.498143541045E9,OWL,40:18:b1:7b:42:14,2462,-89
1.498143541045E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.498143541045E9,OWL,18:8b:45:09:70:ee,5280,-84
1.498143541045E9,eduroam,18:8b:45:09:70:ef,5280,-85
1.498143541045E9,OERC-CONFERENCE-DISPLAY-ONLY,f8:d1:11:88:3f:2e,2427,-88
1.498143542924E9,eduroam,00:81:c4:85:07:a0,2462,-46
1.498143542924E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-43
1.498143542924E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-44
1.498143542924E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-47
1.498143542924E9,eduroam,00:2a:10:3d:b0:1f,5180,-74
1.498143542924E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498143542924E9,AP_2,e8:de:27:70:02:b5,2432,-75
1.498143542924E9,AP_1,e8:de:27:6f:e4:d9,2432,-38
1.498143542924E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498143542924E9,OWL,00:2a:10:3d:b0:1e,5180,-75
1.498143542924E9,OWL,00:81:c4:85:07:a1,2462,-46
1.498143542924E9,OWL,08:ea:44:96:ec:d5,2437,-78
1.498143542924E9,eduroam,08:ea:44:96:ec:d6,2437,-79
1.498143542924E9,eduroam,00:2a:10:3d:b0:10,2437,-65
1.498143542924E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.498143542924E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.498143542924E9,OWL,00:2a:10:3d:b0:11,2437,-65
1.498143542924E9,OWL,08:ea:44:96:ec:ea,5220,-83
1.498143542924E9,,08:ea:44:96:ec:e4,5220,-87
1.498143542924E9,eduroam,18:8b:45:09:70:e0,2412,-80
1.498143542924E9,eduroam,40:18:b1:78:89:d5,2437,-87
1.498143542924E9,eduroam,40:18:b1:78:86:55,2462,-88
1.498143542924E9,OWL,18:8b:45:09:70:e1,2412,-82
1.498143542924E9,OWL,40:18:b1:78:89:d4,2437,-87
1.498143542924E9,OWL,08:ea:44:96:ec:95,2462,-86
1.498143542924E9,OWL,18:8b:45:09:70:0e,5280,-84
1.498143542924E9,OWL,40:18:b1:7b:42:14,2462,-89
1.498143542924E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.498143542924E9,OWL,18:8b:45:09:70:ee,5280,-84
1.498143542924E9,eduroam,18:8b:45:09:70:ef,5280,-85
1.498143542924E9,OERC-CONFERENCE-DISPLAY-ONLY,f8:d1:11:88:3f:2e,2427,-88
1.498143542924E9,eduroam,40:18:b1:7b:42:15,2462,-91
1.498143544562E9,eduroam,00:81:c4:85:07:a0,2462,-46
1.498143544562E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-45
1.498143544562E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-43
1.498143544562E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-47
1.498143544562E9,eduroam,00:2a:10:3d:b0:1f,5180,-77
1.498143544562E9,AP_3,e8:de:27:6f:f5:d1,2432,-43
1.498143544562E9,AP_2,e8:de:27:70:02:b5,2432,-47
1.498143544562E9,AP_1,e8:de:27:6f:e4:d9,2432,-41
1.498143544562E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498143544562E9,OWL,00:2a:10:3d:b0:1e,5180,-77
1.498143544562E9,OWL,00:81:c4:85:07:a1,2462,-46
1.498143544562E9,OWL,08:ea:44:96:ec:d5,2437,-78
1.498143544562E9,eduroam,08:ea:44:96:ec:d6,2437,-79
1.498143544562E9,eduroam,00:2a:10:3d:b0:10,2437,-65
1.498143544562E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.498143544562E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.498143544562E9,OWL,00:2a:10:3d:b0:11,2437,-65
1.498143544562E9,OWL,08:ea:44:96:ec:ea,5220,-83
1.498143544562E9,,08:ea:44:96:ec:e4,5220,-87
1.498143544562E9,eduroam,40:18:b1:78:89:d5,2437,-87
1.498143544562E9,eduroam,40:18:b1:78:86:55,2462,-88
1.498143544562E9,OWL,18:8b:45:09:70:e1,2412,-82
1.498143544562E9,OWL,40:18:b1:78:89:d4,2437,-87
1.498143544562E9,OWL,08:ea:44:96:ec:95,2462,-86
1.498143544562E9,OWL,18:8b:45:09:70:0e,5280,-82
1.498143544562E9,OWL,40:18:b1:7b:42:14,2462,-89
1.498143544562E9,eduroam,18:8b:45:09:70:0f,5280,-83
1.498143544562E9,OWL,18:8b:45:09:70:ee,5280,-82
1.498143544562E9,eduroam,18:8b:45:09:70:ef,5280,-82
1.498143544562E9,OERC-CONFERENCE-DISPLAY-ONLY,f8:d1:11:88:3f:2e,2427,-88
1.498143544562E9,eduroam,40:18:b1:7b:42:15,2462,-91
1.498143546292E9,eduroam,00:81:c4:85:07:a0,2462,-46
1.498143546292E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.498143546292E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-43
1.498143546292E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-46
1.498143546292E9,eduroam,00:2a:10:3d:b0:1f,5180,-75
1.498143546292E9,AP_3,e8:de:27:6f:f5:d1,2432,-38
1.498143546292E9,AP_2,e8:de:27:70:02:b5,2432,-43
1.498143546292E9,AP_1,e8:de:27:6f:e4:d9,2432,-41
1.498143546292E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498143546292E9,OWL,00:2a:10:3d:b0:1e,5180,-76
1.498143546292E9,OWL,00:81:c4:85:07:a1,2462,-46
1.498143546292E9,OWL,08:ea:44:96:ec:d5,2437,-77
1.498143546292E9,eduroam,08:ea:44:96:ec:d6,2437,-77
1.498143546292E9,eduroam,00:2a:10:3d:b0:10,2437,-63
1.498143546292E9,eduroam,08:ea:44:96:ec:eb,5220,-85
1.498143546292E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.498143546292E9,OWL,00:2a:10:3d:b0:11,2437,-63
1.498143546292E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.498143546292E9,,08:ea:44:96:ec:e4,5220,-87
1.498143546292E9,eduroam,40:18:b1:78:89:d5,2437,-87
1.498143546292E9,eduroam,40:18:b1:78:86:55,2462,-87
1.498143546292E9,OWL,18:8b:45:09:70:e1,2412,-82
1.498143546292E9,OWL,40:18:b1:78:89:d4,2437,-87
1.498143546292E9,OWL,08:ea:44:96:ec:95,2462,-86
1.498143546292E9,OWL,18:8b:45:09:70:0e,5280,-82
1.498143546293E9,OWL,40:18:b1:7b:42:14,2462,-89
1.498143546293E9,eduroam,18:8b:45:09:70:0f,5280,-83
1.498143546293E9,OWL,18:8b:45:09:70:ee,5280,-82
1.498143546293E9,eduroam,18:8b:45:09:70:ef,5280,-82
1.498143546293E9,OERC-CONFERENCE-DISPLAY-ONLY,f8:d1:11:88:3f:2e,2427,-88
1.498143546293E9,eduroam,40:18:b1:7b:42:15,2462,-89
1.498143548065E9,eduroam,00:81:c4:85:07:a0,2462,-45
1.498143548065E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-44
1.498143548065E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-44
1.498143548065E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-45
1.498143548065E9,eduroam,00:2a:10:3d:b0:1f,5180,-75
1.498143548065E9,AP_3,e8:de:27:6f:f5:d1,2432,-38
1.498143548065E9,AP_2,e8:de:27:70:02:b5,2432,-42
1.498143548065E9,AP_1,e8:de:27:6f:e4:d9,2432,-40
1.498143548065E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498143548065E9,OWL,00:2a:10:3d:b0:1e,5180,-75
1.498143548065E9,OWL,00:81:c4:85:07:a1,2462,-46
1.498143548065E9,OWL,08:ea:44:96:ec:d5,2437,-77
1.498143548065E9,eduroam,08:ea:44:96:ec:d6,2437,-78
1.498143548065E9,eduroam,00:2a:10:3d:b0:10,2437,-63
1.498143548065E9,eduroam,08:ea:44:96:ec:eb,5220,-85
1.498143548065E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.498143548065E9,OWL,00:2a:10:3d:b0:11,2437,-63
1.498143548065E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.498143548065E9,eduroam,40:18:b1:78:89:d5,2437,-87
1.498143548065E9,eduroam,40:18:b1:78:86:55,2462,-87
1.498143548065E9,OWL,18:8b:45:09:70:e1,2412,-82
1.498143548065E9,OWL,40:18:b1:78:89:d4,2437,-87
1.498143548065E9,OWL,08:ea:44:96:ec:95,2462,-86
1.498143548065E9,OWL,18:8b:45:09:70:0e,5280,-84
1.498143548065E9,OWL,40:18:b1:7b:42:14,2462,-88
1.498143548065E9,eduroam,18:8b:45:09:70:0f,5280,-83
1.498143548065E9,OWL,18:8b:45:09:70:ee,5280,-82
1.498143548065E9,eduroam,18:8b:45:09:70:ef,5280,-82
1.498143548065E9,OERC-CONFERENCE-DISPLAY-ONLY,f8:d1:11:88:3f:2e,2427,-88
1.498143548065E9,eduroam,40:18:b1:7b:42:15,2462,-88
1.498143548065E9,OWL,00:2a:10:1a:69:81,2462,-88
1.498143549731E9,eduroam,00:81:c4:85:07:a0,2462,-45
1.498143549731E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-45
1.498143549731E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-44
1.498143549731E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-49
1.498143549731E9,eduroam,00:2a:10:3d:b0:1f,5180,-71
1.498143549731E9,AP_3,e8:de:27:6f:f5:d1,2432,-39
1.498143549731E9,AP_2,e8:de:27:70:02:b5,2432,-44
1.498143549731E9,AP_1,e8:de:27:6f:e4:d9,2432,-42
1.498143549731E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.498143549731E9,OWL,00:2a:10:3d:b0:1e,5180,-73
1.498143549731E9,OWL,00:81:c4:85:07:a1,2462,-46
1.498143549731E9,OWL,08:ea:44:96:ec:d5,2437,-77
1.498143549731E9,eduroam,08:ea:44:96:ec:d6,2437,-78
1.498143549731E9,eduroam,00:2a:10:3d:b0:10,2437,-63
1.498143549731E9,eduroam,08:ea:44:96:ec:eb,5220,-85
1.498143549731E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.498143549731E9,OWL,00:2a:10:3d:b0:11,2437,-63
1.498143549731E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.498143549731E9,eduroam,40:18:b1:78:89:d5,2437,-87
1.498143549731E9,eduroam,40:18:b1:78:86:55,2462,-87
1.498143549731E9,OWL,40:18:b1:78:89:d4,2437,-87
1.498143549731E9,OWL,08:ea:44:96:ec:95,2462,-86
1.498143549731E9,OWL,18:8b:45:09:70:0e,5280,-84
1.498143549731E9,OWL,40:18:b1:7b:42:14,2462,-88
1.498143549731E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.498143549731E9,OWL,18:8b:45:09:70:ee,5280,-83
1.498143549731E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.498143549731E9,OERC-CONFERENCE-DISPLAY-ONLY,f8:d1:11:88:3f:2e,2427,-88
1.498143549731E9,eduroam,40:18:b1:7b:42:15,2462,-88
1.498143549731E9,OWL,00:2a:10:1a:69:81,2462,-88
1.49814355138E9,eduroam,00:81:c4:85:07:a0,2462,-47
1.49814355138E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-41
1.49814355138E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-44
1.49814355138E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-46
1.49814355138E9,eduroam,00:2a:10:3d:b0:1f,5180,-70
1.49814355138E9,AP_3,e8:de:27:6f:f5:d1,2432,-35
1.49814355138E9,AP_2,e8:de:27:70:02:b5,2432,-44
1.49814355138E9,AP_1,e8:de:27:6f:e4:d9,2432,-42
1.49814355138E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-86
1.49814355138E9,OWL,00:2a:10:3d:b0:1e,5180,-73
1.49814355138E9,OWL,00:81:c4:85:07:a1,2462,-47
1.49814355138E9,OWL,08:ea:44:96:ec:d5,2437,-77
1.49814355138E9,eduroam,08:ea:44:96:ec:d6,2437,-78
1.49814355138E9,eduroam,00:2a:10:3d:b0:10,2437,-63
1.49814355138E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.49814355138E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.49814355138E9,OWL,00:2a:10:3d:b0:11,2437,-63
1.49814355138E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.49814355138E9,eduroam,40:18:b1:78:86:55,2462,-87
1.49814355138E9,OWL,08:ea:44:96:ec:95,2462,-86
1.49814355138E9,OWL,18:8b:45:09:70:0e,5280,-84
1.49814355138E9,OWL,40:18:b1:7b:42:14,2462,-87
1.49814355138E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.49814355138E9,OWL,18:8b:45:09:70:ee,5280,-83
1.49814355138E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.49814355138E9,eduroam,40:18:b1:7b:42:15,2462,-88
1.49814355138E9,OWL,00:2a:10:1a:69:81,2462,-88
1.49814355138E9,,08:ea:44:96:ec:e4,5220,-84
1.49814355138E9,OWL,18:8b:45:09:70:e1,2412,-81
1.498143553264E9,eduroam,00:81:c4:85:07:a0,2462,-47
1.498143553264E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-43
1.498143553264E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-45
1.498143553264E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-41
1.498143553264E9,eduroam,00:2a:10:3d:b0:1f,5180,-74
1.498143553264E9,AP_3,e8:de:27:6f:f5:d1,2432,-36
1.498143553264E9,AP_2,e8:de:27:70:02:b5,2432,-41
1.498143553264E9,AP_1,e8:de:27:6f:e4:d9,2432,-41
1.498143553264E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-85
1.498143553264E9,OWL,00:2a:10:3d:b0:1e,5180,-75
1.498143553264E9,OWL,00:81:c4:85:07:a1,2462,-47
1.498143553264E9,OWL,08:ea:44:96:ec:d5,2437,-78
1.498143553264E9,eduroam,08:ea:44:96:ec:d6,2437,-78
1.498143553264E9,eduroam,00:2a:10:3d:b0:10,2437,-72
1.498143553264E9,eduroam,08:ea:44:96:ec:eb,5220,-83
1.498143553264E9,OWL,00:2a:10:3d:b0:11,2437,-72
1.498143553264E9,OWL,08:ea:44:96:ec:ea,5220,-83
1.498143553264E9,eduroam,40:18:b1:78:86:55,2462,-87
1.498143553264E9,OWL,18:8b:45:09:70:0e,5280,-84
1.498143553264E9,OWL,40:18:b1:7b:42:14,2462,-85
1.498143553264E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.498143553264E9,OWL,18:8b:45:09:70:ee,5280,-83
1.498143553264E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.498143553264E9,eduroam,40:18:b1:7b:42:15,2462,-89
1.498143553264E9,OWL,00:2a:10:1a:69:81,2462,-88
1.498143553264E9,,08:ea:44:96:ec:e4,5220,-83
1.498143553264E9,OWL,18:8b:45:09:70:e1,2412,-81
1.498143553264E9,eduroam,18:8b:45:09:72:6f,5180,-86
1.498143553264E9,OWL,18:8b:45:09:72:6e,5180,-85
1.498143555266E9,eduroam,00:81:c4:85:07:a0,2462,-45
1.498143555266E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.498143555266E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-45
1.498143555266E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-41
1.498143555266E9,eduroam,00:2a:10:3d:b0:1f,5180,-70
1.498143555266E9,AP_3,e8:de:27:6f:f5:d1,2432,-52
1.498143555266E9,AP_2,e8:de:27:70:02:b5,2432,-37
1.498143555266E9,AP_1,e8:de:27:6f:e4:d9,2432,-41
1.498143555266E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-82
1.498143555266E9,OWL,00:2a:10:3d:b0:1e,5180,-70
1.498143555266E9,OWL,00:81:c4:85:07:a1,2462,-45
1.498143555266E9,OWL,08:ea:44:96:ec:d5,2437,-78
1.498143555266E9,eduroam,08:ea:44:96:ec:d6,2437,-78
1.498143555266E9,eduroam,00:2a:10:3d:b0:10,2437,-72
1.498143555266E9,eduroam,08:ea:44:96:ec:eb,5220,-83
1.498143555266E9,OWL,00:2a:10:3d:b0:11,2437,-72
1.498143555266E9,OWL,08:ea:44:96:ec:ea,5220,-83
1.498143555266E9,eduroam,40:18:b1:78:86:55,2462,-87
1.498143555266E9,OWL,18:8b:45:09:70:0e,5280,-84
1.498143555266E9,OWL,40:18:b1:7b:42:14,2462,-85
1.498143555266E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.498143555266E9,OWL,18:8b:45:09:70:ee,5280,-83
1.498143555266E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.498143555266E9,eduroam,40:18:b1:7b:42:15,2462,-89
1.498143555266E9,OWL,00:2a:10:1a:69:81,2462,-88
1.498143555266E9,,08:ea:44:96:ec:e4,5220,-83
1.498143555266E9,OWL,18:8b:45:09:70:e1,2412,-81
1.498143555266E9,eduroam,18:8b:45:09:72:6f,5180,-86
1.498143555266E9,OWL,18:8b:45:09:72:6e,5180,-85
1.498143555266E9,eduroam,40:18:b1:78:a9:55,2412,-91
1.49814355721E9,eduroam,00:81:c4:85:07:a0,2462,-45
1.49814355721E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-46
1.49814355721E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-45
1.49814355721E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-43
1.49814355721E9,eduroam,00:2a:10:3d:b0:1f,5180,-70
1.49814355721E9,AP_3,e8:de:27:6f:f5:d1,2432,-45
1.49814355721E9,AP_2,e8:de:27:70:02:b5,2432,-37
1.49814355721E9,AP_1,e8:de:27:6f:e4:d9,2432,-46
1.49814355721E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-81
1.49814355721E9,OWL,00:2a:10:3d:b0:1e,5180,-70
1.49814355721E9,OWL,00:81:c4:85:07:a1,2462,-45
1.49814355721E9,OWL,08:ea:44:96:ec:d5,2437,-78
1.49814355721E9,eduroam,08:ea:44:96:ec:d6,2437,-78
1.49814355721E9,eduroam,00:2a:10:3d:b0:10,2437,-72
1.49814355721E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.49814355721E9,OWL,00:2a:10:3d:b0:11,2437,-72
1.49814355721E9,OWL,08:ea:44:96:ec:ea,5220,-84
1.49814355721E9,eduroam,40:18:b1:78:86:55,2462,-87
1.49814355721E9,OWL,18:8b:45:09:70:0e,5280,-84
1.49814355721E9,OWL,40:18:b1:7b:42:14,2462,-85
1.49814355721E9,eduroam,18:8b:45:09:70:0f,5280,-84
1.49814355721E9,OWL,18:8b:45:09:70:ee,5280,-83
1.49814355721E9,eduroam,18:8b:45:09:70:ef,5280,-83
1.49814355721E9,eduroam,40:18:b1:7b:42:15,2462,-89
1.49814355721E9,OWL,00:2a:10:1a:69:81,2462,-88
1.49814355721E9,,08:ea:44:96:ec:e4,5220,-84
1.49814355721E9,OWL,18:8b:45:09:70:e1,2412,-79
